rubrik_id (englischer Name);rubrikname (deutscher Name);pfad
1500;Radialbohrmaschinen 1300-1999mm Ausladung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Radialbohrmaschinen 1300-1999mm Ausladung
1501;Radialbohrmaschinen ab 2000 mm Ausladung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Radialbohrmaschinen ab 2000 mm Ausladung
1019;Reihenbohrmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Reihenbohrmaschinen
1012;Schnellradialbohrmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Schnellradialbohrmaschinen
1023;Sonstige Bohrmaschinen & Bohrwerke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Sonstige Bohrmaschinen & Bohrwerke
1020;Ständerbohrmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Ständerbohrmaschinen
1502;Säulenbohrmaschinen 0-19mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Säulenbohrmaschinen 0-19mm Bohrleistung
1503;Säulenbohrmaschinen 20-29mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Säulenbohrmaschinen 20-29mm Bohrleistung
1504;Säulenbohrmaschinen 30-39mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Säulenbohrmaschinen 30-39mm Bohrleistung
1505;Säulenbohrmaschinen 40-49mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Säulenbohrmaschinen 40-49mm Bohrleistung
1506;Säulenbohrmaschinen ab 50mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Säulenbohrmaschinen ab 50mm Bohrleistung
1021;Tieflochbohrmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tieflochbohrmaschinen
1602;Tischbohrmaschinen 0-10mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrmaschinen 0-10mm Bohrleistung
1603;Tischbohrmaschinen 11-16mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrmaschinen 11-16mm Bohrleistung
1604;Tischbohrmaschinen ab 17mm Bohrleistung;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrmaschinen ab 17mm Bohrleistung
1507;Tischbohrwerke 0-79mm Spindeldurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrwerke 0-79mm Spindeldurchmesser
1509;Tischbohrwerke 100-119mm Spindeldurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrwerke 100-119mm Spindeldurchmesser
1510;Tischbohrwerke 120-129mm Spindeldurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrwerke 120-129mm Spindeldurchmesser
1508;Tischbohrwerke 80-99mm Spindeldurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrwerke 80-99mm Spindeldurchmesser
1511;Tischbohrwerke ab 130mm Spindeldurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Tischbohrwerke ab 130mm Spindeldurchmesser
1022;Zubehör & Ersatzteile für Bohrmaschinen & Bohrwerke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Bohrmaschinen & Bohrwerke / Zubehör & Ersatzteile für Bohrmaschinen & Bohrwerke
1127;Abstechautomaten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Abstechautomaten
1128;CNC Dreh-Fräszentren;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Dreh-Fräszentren
1548;CNC Dreh-Schleifzentren;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Dreh-Schleifzentren
1026;CNC Drehmaschinen 0-199mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 0-199mm Drehdurchmesser
1033;CNC Drehmaschinen 200-249mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 200-249mm Drehdurchmesser
1531;CNC Drehmaschinen 250-299mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 250-299mm Drehdurchmesser
1182;CNC Drehmaschinen 300-349mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 300-349mm Drehdurchmesser
1532;CNC Drehmaschinen 350-399mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 350-399mm Drehdurchmesser
1183;CNC Drehmaschinen 400-449mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 400-449mm Drehdurchmesser
1533;CNC Drehmaschinen 450-499mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 450-499mm Drehdurchmesser
1178;CNC Drehmaschinen 500-599mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 500-599mm Drehdurchmesser
1534;CNC Drehmaschinen 600-699mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 600-699mm Drehdurchmesser
1172;CNC Drehmaschinen 700-999mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen 700-999mm Drehdurchmesser
1056;CNC Drehmaschinen ab 1000mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / CNC Drehmaschinen ab 1000mm Drehdurchmesser
1614;Drehmaschinen - zyklengesteuert - 0-399mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Drehmaschinen - zyklengesteuert - 0-399mm Drehdurchmesser
1615;Drehmaschinen - zyklengesteuert - 400-499mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Drehmaschinen - zyklengesteuert - 400-499mm Drehdurchmesser
1616;Drehmaschinen - zyklengesteuert - 500-599mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Drehmaschinen - zyklengesteuert - 500-599mm Drehdurchmesser
1617;Drehmaschinen - zyklengesteuert - ab 600mm Drehdurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Drehmaschinen - zyklengesteuert - ab 600mm Drehdurchmesser
1129;Feindrehbänke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Feindrehbänke
1130;Futterautomaten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Futterautomaten
1131;Hinterdrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Hinterdrehmaschinen
1132;Hohlspindeldrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Hohlspindeldrehmaschinen
1610;Karusselldrehmaschinen – Doppelständer – 0-1999mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Doppelständer – 0-1999mm Planscheibendurchmesser
1611;Karusselldrehmaschinen – Doppelständer – 2000-2999mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Doppelständer – 2000-2999mm Planscheibendurchmesser
1613;Karusselldrehmaschinen – Doppelständer – ab 4000mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Doppelständer – ab 4000mm Planscheibendurchmesser
1612;Karusselldrehmaschinen – Doppelständer –3000-3999mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Doppelständer –3000-3999mm Planscheibendurchmesser
1605;Karusselldrehmaschinen – Einständer – 0-1000mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Einständer – 0-1000mm Planscheibendurchmesser
1606;Karusselldrehmaschinen – Einständer – 1001-1299mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Einständer – 1001-1299mm Planscheibendurchmesser
1607;Karusselldrehmaschinen – Einständer – 1300-1499mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Einständer – 1300-1499mm Planscheibendurchmesser
1608;Karusselldrehmaschinen – Einständer – 1500-1899mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Einständer – 1500-1899mm Planscheibendurchmesser
1609;Karusselldrehmaschinen – Einständer – ab 1900mm Planscheibendurchmesser;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Karusselldrehmaschinen – Einständer – ab 1900mm Planscheibendurchmesser
1133;Kopierdrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Kopierdrehmaschinen
1134;Kurbelwellendrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Kurbelwellendrehmaschinen
1135;Langdrehautomaten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Langdrehautomaten
1276;Leit-/Zugspindeldrehmaschine 0-299mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 0-299mm Drehdurchmesser Bett
1518;Leit-/Zugspindeldrehmaschine 300-399mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 300-399mm Drehdurchmesser Bett
1277;Leit-/Zugspindeldrehmaschine 400-499mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 400-499mm Drehdurchmesser Bett
1519;Leit-/Zugspindeldrehmaschine 500-599mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 500-599mm Drehdurchmesser Bett
1278;Leit-/Zugspindeldrehmaschine 600-799mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 600-799mm Drehdurchmesser Bett
1279;Leit-/Zugspindeldrehmaschine 800-999mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine 800-999mm Drehdurchmesser Bett
1520;Leit-/Zugspindeldrehmaschine ab 1000mm Drehdurchmesser Bett;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Leit-/Zugspindeldrehmaschine ab 1000mm Drehdurchmesser Bett
1136;Mechanikerdrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Mechanikerdrehmaschinen
1137;Mehrspindler;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Mehrspindler
1140;Plandrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Plandrehmaschinen
1141;Revolverdrehautomaten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Revolverdrehautomaten
1146;Sonstige Drehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Sonstige Drehmaschinen
1142;Stangenautomaten;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Stangenautomaten
1143;Tischdrehbänke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Tischdrehbänke
1144;Vertikaldrehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Vertikaldrehmaschinen
1145;Zubehör & Ersatzteile für Drehmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drehmaschinen / Zubehör & Ersatzteile für Drehmaschinen
214;Druckgussmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Druckgussmaschinen
215;Drückmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Drückmaschinen
1980;Blechentgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Entgratmaschinen / Blechentgratmaschinen
1981;Bürstenentgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Entgratmaschinen / Bürstenentgratmaschinen
1982;Sonstige Entgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Entgratmaschinen / Sonstige Entgratmaschinen
1983;Zubehör & Ersatzteile für Entgratmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Entgratmaschinen / Zubehör & Ersatzteile für Entgratmaschinen
1893;Drahterodiermaschinen 0-299mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Drahterodiermaschinen 0-299mm Längsweg
1894;Drahterodiermaschinen 300-399mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Drahterodiermaschinen 300-399mm Längsweg
1895;Drahterodiermaschinen 400-499mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Drahterodiermaschinen 400-499mm Längsweg
1896;Drahterodiermaschinen 500-699mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Drahterodiermaschinen 500-699mm Längsweg
1897;Drahterodiermaschinen ab 700mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Drahterodiermaschinen ab 700mm Längsweg
1900;Senkerodiermaschinen 0-299mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Senkerodiermaschinen 0-299mm Längsweg
1901;Senkerodiermaschinen 300-399mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Senkerodiermaschinen 300-399mm Längsweg
1902;Senkerodiermaschinen 400-499mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Senkerodiermaschinen 400-499mm Längsweg
1903;Senkerodiermaschinen 500-699mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Senkerodiermaschinen 500-699mm Längsweg
1904;Senkerodiermaschinen ab 700mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Senkerodiermaschinen ab 700mm Längsweg
1223;Sonstige Erodiermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Sonstige Erodiermaschinen
1221;Startlocherodiermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Startlocherodiermaschinen
1898;Zubehör & Ersatzteile für Drahterodiermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Zubehör & Ersatzteile für Drahterodiermaschinen
1222;Zubehör & Ersatzteile für Erodiermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Zubehör & Ersatzteile für Erodiermaschinen
1899;Zubehör & Ersatzteile für Senkerodiermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Erodiermaschinen / Zubehör & Ersatzteile für Senkerodiermaschinen
1224;Bohrmaschinen für Alu-Fensterbau;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Bohrmaschinen für Alu-Fensterbau
1226;Eckverbindungspressen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Eckverbindungspressen
1225;Fräsen für Alu-Fensterbau;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Fräsen für Alu-Fensterbau
1232;Montagetische;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Montagetische
1228;Schweißmaschinen für Alu-Fensterbau;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Schweißmaschinen für Alu-Fensterbau
1231;Sonstige Alu-Fensterbaumaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Sonstige Alu-Fensterbaumaschinen
1229;Stanzen für Alu-Fensterbau;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Stanzen für Alu-Fensterbau
1227;Sägen für Alu-Fensterbau;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Sägen für Alu-Fensterbau
1230;Zubehör & Ersatzteile für Alu-Fensterbaumaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fensterbaumaschinen / Zubehör & Ersatzteile für Alu-Fensterbaumaschinen
1170;Bettfräsmaschinen - horizontal;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - horizontal
1513;Bettfräsmaschinen - universal 0-1299mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - universal 0-1299mm Längsweg
1514;Bettfräsmaschinen - universal 1300-1999mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - universal 1300-1999mm Längsweg
1515;Bettfräsmaschinen - universal 2000-2999mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - universal 2000-2999mm Längsweg
1516;Bettfräsmaschinen - universal 3000-3999mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - universal 3000-3999mm Längsweg
1517;Bettfräsmaschinen - universal über 4000mm Längsweg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - universal über 4000mm Längsweg
1171;Bettfräsmaschinen - vertikal;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Bettfräsmaschinen - vertikal
1173;Doppelspindel - Fräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Doppelspindel - Fräsmaschinen
1174;Fahrständerfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fahrständerfräsmaschinen
1175;Fräsmaschinen - horizontal;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - horizontal
1337;Fräsmaschinen - universal NC/CNC 0-399mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal NC/CNC 0-399mm x-Weg
1338;Fräsmaschinen - universal NC/CNC 400-499mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal NC/CNC 400-499mm x-Weg
1339;Fräsmaschinen - universal NC/CNC 500-699mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal NC/CNC 500-699mm x-Weg
1340;Fräsmaschinen - universal NC/CNC 700-999mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal NC/CNC 700-999mm x-Weg
1341;Fräsmaschinen - universal NC/CNC über 1000mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal NC/CNC über 1000mm x-Weg
1332;Fräsmaschinen - universal konventionell 0-399mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal konventionell 0-399mm x-Weg
1333;Fräsmaschinen - universal konventionell 400-499mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal konventionell 400-499mm x-Weg
1334;Fräsmaschinen - universal konventionell 500-699mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal konventionell 500-699mm x-Weg
1335;Fräsmaschinen - universal konventionell 700-999mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal konventionell 700-999mm x-Weg
1336;Fräsmaschinen - universal konventionell über 1000mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - universal konventionell über 1000mm x-Weg
1176;Fräsmaschinen - vertikal;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Fräsmaschinen - vertikal
1177;Handhebelfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Handhebelfräsmaschinen
1180;Kopierfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Kopierfräsmaschinen
1181;Kurvenfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Kurvenfräsmaschinen
1200;Nockenwellenfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Nockenwellenfräsmaschinen
1184;Nutenfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Nutenfräsmaschinen
1185;Portalfräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Portalfräsmaschinen
1188;Sonstige Fräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Sonstige Fräsmaschinen
1186;Universal-Fräsmaschinen & Bohrwerke;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Universal-Fräsmaschinen & Bohrwerke
1347;Werkzeugfräsmaschinen universal NC/CNC 0-399mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal NC/CNC 0-399mm x-Weg
1348;Werkzeugfräsmaschinen universal NC/CNC 400-499mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal NC/CNC 400-499mm x-Weg
1349;Werkzeugfräsmaschinen universal NC/CNC 500-699mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal NC/CNC 500-699mm x-Weg
1350;Werkzeugfräsmaschinen universal NC/CNC 700-999mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal NC/CNC 700-999mm x-Weg
1351;Werkzeugfräsmaschinen universal NC/CNC über 1000mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal NC/CNC über 1000mm x-Weg
1342;Werkzeugfräsmaschinen universal konventionell 0-399mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal konventionell 0-399mm x-Weg
1343;Werkzeugfräsmaschinen universal konventionell 400-499mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal konventionell 400-499mm x-Weg
1344;Werkzeugfräsmaschinen universal konventionell 500-699mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal konventionell 500-699mm x-Weg
1345;Werkzeugfräsmaschinen universal konventionell 700-999mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal konventionell 700-999mm x-Weg
1346;Werkzeugfräsmaschinen universal konventionell über 1000mm x-Weg;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Werkzeugfräsmaschinen universal konventionell über 1000mm x-Weg
1187;Zubehör & Ersatzteile für Fräsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Fräsmaschinen / Zubehör & Ersatzteile für Fräsmaschinen
1537;Aussengewindeschneidmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Aussengewindeschneidmaschinen
1542;Gewinderollmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Gewinderollmaschinen
1543;Gewindeschleifmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Gewindeschleifmaschinen
1540;Innengewindeschneidmaschinen Gewindebereich M 13 - M 20;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Innengewindeschneidmaschinen Gewindebereich M 13 - M 20
1539;Innengewindeschneidmaschinen Gewindebereich M 9 - M 12;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Innengewindeschneidmaschinen Gewindebereich M 9 - M 12
1541;Innengewindeschneidmaschinen Gewindebereich ab M 21;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Innengewindeschneidmaschinen Gewindebereich ab M 21
1538;Innengewindeschneidmaschinen Gewindebereich bis M 8;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Innengewindeschneidmaschinen Gewindebereich bis M 8
1544;Sonstige Gewindebearbeitungsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Sonstige Gewindebearbeitungsmaschinen
1545;Zubehör für Ersatzteile für Gewindebearbeitungsmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Gewindebearbeitungsmaschinen / Zubehör für Ersatzteile für Gewindebearbeitungsmaschinen
235;Giessereimaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Giessereimaschinen
220;Graviermaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Graviermaschinen
1595;Langhobelmaschinen – Einständer;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hobelmaschinen für Metall / Langhobelmaschinen – Einständer
1596;Langhobelmaschinen – Zweiständer;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hobelmaschinen für Metall / Langhobelmaschinen – Zweiständer
1594;Schnellhobler & Kurzhobler;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hobelmaschinen für Metall / Schnellhobler & Kurzhobler
1597;Sonstige Metallhobelmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hobelmaschinen für Metall / Sonstige Metallhobelmaschinen
1598;Zubehör & Ersatzteile für Metallhobelmaschinen;Metallbearbeitungsmaschinen & Werkzeugmaschinen / Hobelmaschinen für Metall / Zubehör & Ersatzteile für Metallhobelmaschinen
