rubrik_id (englischer Name);rubrikname (deutscher Name);pfad
1412;Breitbandschleifmaschinen über 2000mm Arbeitsbreite;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Breitbandschleifmaschinen über 2000mm Arbeitsbreite
825;Furnierschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Furnierschleifmaschinen
826;Kantenschleifmaschinen & Profilschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Kantenschleifmaschinen & Profilschleifmaschinen
827;Kontaktschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Kontaktschleifmaschinen
2069;Kreuzschliffautomaten;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Kreuzschliffautomaten
828;Langbandschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Langbandschleifmaschinen
1199;Leistenschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Leistenschleifmaschinen
829;Poliermaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Poliermaschinen
1274;Rahmenschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Rahmenschleifmaschinen
1273;Rundstabschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Rundstabschleifmaschinen
1580;Scheibenschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Scheibenschleifmaschinen
831;Sonstige Holzschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Sonstige Holzschleifmaschinen
830;Zubehör & Ersatzteile für Holzschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Zubehör & Ersatzteile für Holzschleifmaschinen
2070;Zylinderschleifmaschinen;Holzbearbeitungsmaschinen / Schleifmaschinen für Holz / Zylinderschleifmaschinen
151;Schärfmaschinen;Holzbearbeitungsmaschinen / Schärfmaschinen
768;Software;Holzbearbeitungsmaschinen / Software
659;Sonstige Holzbearbeitungsmaschinen;Holzbearbeitungsmaschinen / Sonstige Holzbearbeitungsmaschinen
166;Spanplattenherstellung;Holzbearbeitungsmaschinen / Spanplattenherstellung
164;Stapel- & Abstapelmaschinen;Holzbearbeitungsmaschinen / Stapel- & Abstapelmaschinen
153;Stemm-Maschinen;Holzbearbeitungsmaschinen / Stemm-Maschinen
712;Strukturiermaschinen;Holzbearbeitungsmaschinen / Strukturiermaschinen
937;Bandsägemaschinen;Holzbearbeitungsmaschinen / Sägen für Holz / Bandsägemaschinen
936;Bandsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Bandsägen
938;Besäumsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Besäumsägen
2092;Brennholzsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Brennholzsägen
939;Dekupiersäge;Holzbearbeitungsmaschinen / Sägen für Holz / Dekupiersäge
940;Doppelabkürzsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Doppelabkürzsägen
941;Doppelwellenkreissägen;Holzbearbeitungsmaschinen / Sägen für Holz / Doppelwellenkreissägen
1428;Formatkreissägen 0-1500mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen 0-1500mm Schnittlänge
1430;Formatkreissägen 1501-2300mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen 1501-2300mm Schnittlänge
1431;Formatkreissägen 2301-2800mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen 2301-2800mm Schnittlänge
1429;Formatkreissägen 2801-3300mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen 2801-3300mm Schnittlänge
1432;Formatkreissägen 3301-3800mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen 3301-3800mm Schnittlänge
2032;Formatkreissägen ab 3800mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Formatkreissägen ab 3800mm Schnittlänge
1191;Furniersägen;Holzbearbeitungsmaschinen / Sägen für Holz / Furniersägen
942;Gehrungssägen;Holzbearbeitungsmaschinen / Sägen für Holz / Gehrungssägen
944;Kappsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Kappsägen
945;Klinkschnittsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Klinkschnittsägen
946;Kreissägen;Holzbearbeitungsmaschinen / Sägen für Holz / Kreissägen
943;Pendelsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Pendelsägen
1423;Plattenaufteilsägen 0-999mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Plattenaufteilsägen 0-999mm Schnittlänge
1424;Plattenaufteilsägen 1000-2999mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Plattenaufteilsägen 1000-2999mm Schnittlänge
1425;Plattenaufteilsägen 3000-3999mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Plattenaufteilsägen 3000-3999mm Schnittlänge
1426;Plattenaufteilsägen 4000-4999mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Plattenaufteilsägen 4000-4999mm Schnittlänge
1427;Plattenaufteilsägen ab 5000mm Schnittlänge;Holzbearbeitungsmaschinen / Sägen für Holz / Plattenaufteilsägen ab 5000mm Schnittlänge
2095;Plattensägen stehend;Holzbearbeitungsmaschinen / Sägen für Holz / Plattensägen stehend
950;Sonstige Holzsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Sonstige Holzsägen
2094;Tischkreissägen;Holzbearbeitungsmaschinen / Sägen für Holz / Tischkreissägen
947;Trennsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Trennsägen
948;Vielblattsägen;Holzbearbeitungsmaschinen / Sägen für Holz / Vielblattsägen
949;Zubehör & Ersatzteile für Sägen (Holz);Holzbearbeitungsmaschinen / Sägen für Holz / Zubehör & Ersatzteile für Sägen (Holz)
1381;Entrinden;Holzbearbeitungsmaschinen / Sägewerke / Entrinden
1384;Fräsen;Holzbearbeitungsmaschinen / Sägewerke / Fräsen
1382;Fördern, schieben & kippen;Holzbearbeitungsmaschinen / Sägewerke / Fördern, schieben & kippen
1385;Hobelmaschinen;Holzbearbeitungsmaschinen / Sägewerke / Hobelmaschinen
1386;Imprägnieranlagen;Holzbearbeitungsmaschinen / Sägewerke / Imprägnieranlagen
1390;Komplette Sägewerke (mobil);Holzbearbeitungsmaschinen / Sägewerke / Komplette Sägewerke (mobil)
1389;Komplette Sägewerke (stationär);Holzbearbeitungsmaschinen / Sägewerke / Komplette Sägewerke (stationär)
2031;Rundholzplatz;Holzbearbeitungsmaschinen / Sägewerke / Rundholzplatz
1387;Sonstige Sägewerke;Holzbearbeitungsmaschinen / Sägewerke / Sonstige Sägewerke
1383;Sägen & trennen;Holzbearbeitungsmaschinen / Sägewerke / Sägen & trennen
1388;Trocknen;Holzbearbeitungsmaschinen / Sägewerke / Trocknen
154;Trockner;Holzbearbeitungsmaschinen / Trockner
654;Türenherstellungsmaschinen;Holzbearbeitungsmaschinen / Türenherstellungsmaschinen
643;Ummantelungsmaschinen;Holzbearbeitungsmaschinen / Ummantelungsmaschinen
655;Vorschübe;Holzbearbeitungsmaschinen / Vorschübe
155;Zimmereimaschinen;Holzbearbeitungsmaschinen / Zimmereimaschinen
1985;Zubehör & Ersatzteile für Holzbearbeitungsmaschinen;Holzbearbeitungsmaschinen / Zubehör & Ersatzteile für Holzbearbeitungsmaschinen
276;Abgasabsauganlagen;Kfz-Werkstattausrüstung / Abgasabsauganlagen
748;Achsvermessung & Spurvermessung;Kfz-Werkstattausrüstung / Achsvermessung & Spurvermessung
812;Bremsbackenschleifmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Bremsbackenschleifmaschinen
809;Bremsbelagabdrehmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Bremsbelagabdrehmaschinen
813;Bremsbelagnietmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Bremsbelagnietmaschinen
1197;Bremsenheisswascher;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Bremsenheisswascher
808;Bremstrommeldrehmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Bremstrommeldrehmaschinen
811;LKW-Bremsscheibendrehmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / LKW-Bremsscheibendrehmaschinen
810;PKW-Bremsscheibendrehmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / PKW-Bremsscheibendrehmaschinen
815;Sonstige Bremsendienstmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Sonstige Bremsendienstmaschinen
814;Zubehör & Ersatzteile für Bremsendienstmaschinen;Kfz-Werkstattausrüstung / Bremsendienstmaschinen / Zubehör & Ersatzteile für Bremsendienstmaschinen
2436;Bremsenprüfstände;Kfz-Werkstattausrüstung / Bremsenprüfstände
278;Hebetechnik;Kfz-Werkstattausrüstung / Hebetechnik
279;Industriesauger;Kfz-Werkstattausrüstung / Industriesauger
280;Klimaservicegeräte;Kfz-Werkstattausrüstung / Klimaservicegeräte
281;Motoreninstandsetzung;Kfz-Werkstattausrüstung / Motoreninstandsetzung
282;Reifenservicegeräte;Kfz-Werkstattausrüstung / Reifenservicegeräte
657;Sonstige Kfz-Werkstattausrüstung;Kfz-Werkstattausrüstung / Sonstige Kfz-Werkstattausrüstung
283;Werkstatteinrichtungen;Kfz-Werkstattausrüstung / Werkstatteinrichtungen
408;Anaerob-Reaktoren;Klärtechnik / Anaerob-Reaktoren
409;Eindicker;Klärtechnik / Eindicker
410;Faultürme;Klärtechnik / Faultürme
411;Gasfackelanlagen;Klärtechnik / Gasfackelanlagen
412;Gebläse;Klärtechnik / Gebläse
421;Mischbecken & Ausgleichsbecken;Klärtechnik / Mischbecken & Ausgleichsbecken
413;Nachklärung;Klärtechnik / Nachklärung
414;Pumpen für Kläranlagen;Klärtechnik / Pumpen für Kläranlagen
415;Rechen;Klärtechnik / Rechen
416;Sandfänge;Klärtechnik / Sandfänge
417;Schlammentwässerung;Klärtechnik / Schlammentwässerung
682;Sonstige Klärtechnik;Klärtechnik / Sonstige Klärtechnik
418;Vorklärung;Klärtechnik / Vorklärung
419;Vorversäuerung;Klärtechnik / Vorversäuerung
420;Zubehör & Ersatzteile für Klärtechnik;Klärtechnik / Zubehör & Ersatzteile für Klärtechnik
2264;Aufsitzmäher;Kommunaltechnik / Aufsitzmäher
2405;Ersatzteile Kommunal- & Sonderfahrzeuge;Kommunaltechnik / Ersatzteile Kommunal- & Sonderfahrzeuge
2402;Feuerwehrfahrzeuge & Rettungswagen;Kommunaltechnik / Feuerwehrfahrzeuge & Rettungswagen
267;Golfplatzpflegemaschinen;Kommunaltechnik / Golfplatzpflegemaschinen
268;Holzzerkleinerer;Kommunaltechnik / Holzzerkleinerer
269;Kehrmaschinen & Straßendienstfahrzeuge;Kommunaltechnik / Kehrmaschinen & Straßendienstfahrzeuge
270;Kommunalfahrzeuge & Sonderfahrzeuge;Kommunaltechnik / Kommunalfahrzeuge & Sonderfahrzeuge
2393;Kommunalschlepper;Kommunaltechnik / Kommunalschlepper
271;Kompakttraktoren;Kommunaltechnik / Kompakttraktoren
272;Motorfräsen;Kommunaltechnik / Motorfräsen
273;Mäher (Landwirtschaft);Kommunaltechnik / Mäher (Landwirtschaft)
2399;Müllwagen & Entsorgungsfahrzeuge;Kommunaltechnik / Müllwagen & Entsorgungsfahrzeuge
2408;Pistenfahrzeuge & Pistenbully;Kommunaltechnik / Pistenfahrzeuge & Pistenbully
2396;Saugwagen & Spülfahrzeuge;Kommunaltechnik / Saugwagen & Spülfahrzeuge
2390;Sonderfahrzeuge;Kommunaltechnik / Sonderfahrzeuge
683;Sonstige Kommunalmaschinen;Kommunaltechnik / Sonstige Kommunalmaschinen
274;Umwelttechnik;Kommunaltechnik / Umwelttechnik
2414;Unimog;Kommunaltechnik / Unimog
275;Winterdienstgeräte;Kommunaltechnik / Winterdienstgeräte
445;Abzüge;Kunststoffverarbeitung & Kunststofftechnik / Abzüge
446;Agglomeratoren;Kunststoffverarbeitung & Kunststofftechnik / Agglomeratoren
448;Bearbeitungs-, Verarbeitungs- & Folgemaschinen;Kunststoffverarbeitung & Kunststofftechnik / Bearbeitungs-, Verarbeitungs- & Folgemaschinen
449;Blasformmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Blasformmaschinen
450;Druckmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Druckmaschinen
451;Ersatzteile, Werkzeuge & Bauteile für Kunststoffverarbeitung & Kunststofftechnik;Kunststoffverarbeitung & Kunststofftechnik / Ersatzteile, Werkzeuge & Bauteile für Kunststoffverarbeitung & Kunststofftechnik
452;Extruder & Extrusionsanlagen;Kunststoffverarbeitung & Kunststofftechnik / Extruder & Extrusionsanlagen
1060;Armierungsschrauber;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Armierungsschrauber
1061;Ausklinkfräsen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Ausklinkfräsen für Kunststoff-Fensterbau
1062;Doppelgehrungssägen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Doppelgehrungssägen für Kunststoff-Fensterbau
1064;Eckenputzautomaten;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Eckenputzautomaten
1065;Eckverbindungspressen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Eckverbindungspressen für Kunststoff-Fensterbau
1066;Einkopfschweißmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Einkopfschweißmaschinen
1067;Einrollmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Einrollmaschinen
1068;Einspindelkopierfräsen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Einspindelkopierfräsen für Kunststoff-Fensterbau
1069;Flügelbeschlagstationen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Flügelbeschlagstationen
1070;Gehrungssägen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Gehrungssägen für Kunststoff-Fensterbau
1071;Glasleistensägen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Glasleistensägen für Kunststoff-Fensterbau
1072;Handabstechgeräte;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Handabstechgeräte
1405;Klinkschnittsägen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Klinkschnittsägen für Kunststoff-Fensterbau
1073;Komplette Produktionlinien;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Komplette Produktionlinien
1074;Kopierfräsen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Kopierfräsen für Kunststoff-Fensterbau
1075;Mehrkopfschweißmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Mehrkopfschweißmaschinen
1076;Schraubautomaten;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Schraubautomaten
1077;Schweißmaschinen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Schweißmaschinen für Kunststoff-Fensterbau
1085;Sonstige Fensterbaumaschinen (Kunststoff);Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Sonstige Fensterbaumaschinen (Kunststoff)
1078;Spindelkopierfräsen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Spindelkopierfräsen für Kunststoff-Fensterbau
1063;Stanzen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Stanzen für Kunststoff-Fensterbau
1079;Tischkreissägen für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Tischkreissägen für Kunststoff-Fensterbau
1080;Türbandbohrmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Türbandbohrmaschinen
1081;Unterflursägen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Unterflursägen
1083;Verglasungspressen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Verglasungspressen
1082;Verputzautomaten;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Verputzautomaten
1084;Wasserschlitzfräsen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Wasserschlitzfräsen
1364;Zubehör & Werkzeuge für Kunststoff-Fensterbaumaschinen;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Zubehör & Werkzeuge für Kunststoff-Fensterbaumaschinen
2034;Zuschnitt- & Bearbeitungszentren für Kunststoff-Fensterbau;Kunststoffverarbeitung & Kunststofftechnik / Fensterbaumaschinen für Kunststofffenster / Zuschnitt- & Bearbeitungszentren für Kunststoff-Fensterbau
455;Folienbearbeitungsmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Folienbearbeitungsmaschinen
454;Formen;Kunststoffverarbeitung & Kunststofftechnik / Formen
456;Granulieranlagen;Kunststoffverarbeitung & Kunststofftechnik / Granulieranlagen
457;Gummiverarbeitungsmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Gummiverarbeitungsmaschinen
738;Handlinggeräte & Roboter;Kunststoffverarbeitung & Kunststofftechnik / Handlinggeräte & Roboter
739;Heiz- & Kühlgeräte;Kunststoffverarbeitung & Kunststofftechnik / Heiz- & Kühlgeräte
458;Kalander & Walzwerke;Kunststoffverarbeitung & Kunststofftechnik / Kalander & Walzwerke
459;Komplette Produktionslinien;Kunststoffverarbeitung & Kunststofftechnik / Komplette Produktionslinien
447;Kunststoffaufbereitung & Recycling;Kunststoffverarbeitung & Kunststofftechnik / Kunststoffaufbereitung & Recycling
461;Mischer;Kunststoffverarbeitung & Kunststofftechnik / Mischer
462;Mühlen (Kunststoff);Kunststoffverarbeitung & Kunststofftechnik / Mühlen (Kunststoff)
740;Peripheriegeräte;Kunststoffverarbeitung & Kunststofftechnik / Peripheriegeräte
463;Polyurethanverarbeitungsmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Polyurethanverarbeitungsmaschinen
464;Pressen für Kunststoff;Kunststoffverarbeitung & Kunststofftechnik / Pressen für Kunststoff
465;Qualitätskontrollmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Qualitätskontrollmaschinen
716;Schnellmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Schnellmaschinen
466;Schweißmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Schweißmaschinen
670;Sonstige Kunststoffverarbeitungsmaschinen & Kunststofftechnik;Kunststoffverarbeitung & Kunststofftechnik / Sonstige Kunststoffverarbeitungsmaschinen & Kunststofftechnik
1207;CD-Herstellung;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / CD-Herstellung
1209;Greifer für Kunststoffmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Greifer für Kunststoffmaschinen
1210;Mehrkomponentenspritzgießmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Mehrkomponentenspritzgießmaschinen
1219;Sonstige Spritzgießmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Sonstige Spritzgießmaschinen
1213;Spritzgießmaschinen Schließkraft 0 - 249 kN;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen Schließkraft 0 - 249 kN
1215;Spritzgießmaschinen Schließkraft 1.000 - 4.999 kN;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen Schließkraft 1.000 - 4.999 kN
1214;Spritzgießmaschinen Schließkraft 250 - 999 kN;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen Schließkraft 250 - 999 kN
1216;Spritzgießmaschinen Schließkraft 5.000 - 9.999 kN;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen Schließkraft 5.000 - 9.999 kN
1217;Spritzgießmaschinen Schließkraft über 10.000 kN;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen Schließkraft über 10.000 kN
1211;Spritzgießmaschinen für Metall- & Keramikverarbeitung;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen für Metall- & Keramikverarbeitung
1212;Spritzgießmaschinen für PET-Verarbeitung;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen für PET-Verarbeitung
1208;Spritzgießmaschinen für duroplastische & thermoplastische Massen;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Spritzgießmaschinen für duroplastische & thermoplastische Massen
1218;Zubehör & Ersatzteile für Spritzgießmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Spritzgießmaschinen / Zubehör & Ersatzteile für Spritzgießmaschinen
468;Thermoformen;Kunststoffverarbeitung & Kunststofftechnik / Thermoformen
469;Tiefziehmaschinen;Kunststoffverarbeitung & Kunststofftechnik / Tiefziehmaschinen
470;Trockner;Kunststoffverarbeitung & Kunststofftechnik / Trockner
460;Veredeln, Dekorieren, Drucken & Markieren;Kunststoffverarbeitung & Kunststofftechnik / Veredeln, Dekorieren, Drucken & Markieren
471;Wickler;Kunststoffverarbeitung & Kunststofftechnik / Wickler
259;Eismaschinen;Kältetechnik / Eismaschinen
262;Klimaanlagen;Kältetechnik / Klimaanlagen
260;Kältemaschinen;Kältetechnik / Kältemaschinen
263;Kühlmöbel;Kältetechnik / Kühlmöbel
261;Kühlzellen;Kältetechnik / Kühlzellen
680;Sonstige Kältetechnik;Kältetechnik / Sonstige Kältetechnik
714;Tiefkühltunnel;Kältetechnik / Tiefkühltunnel
715;Verbundanlagen;Kältetechnik / Verbundanlagen
264;Verdampfer;Kältetechnik / Verdampfer
265;Verdichter;Kältetechnik / Verdichter
266;Verdichtersätze;Kältetechnik / Verdichtersätze
384;Aufsatzrahmen;Lagertechnik / Aufsatzrahmen
2234;Abrollcontainer;Lagertechnik / Container & Wechselbrücken / Abrollcontainer
2237;Absetzcontainer;Lagertechnik / Container & Wechselbrücken / Absetzcontainer
2240;Bulk Container;Lagertechnik / Container & Wechselbrücken / Bulk Container
1443;Bürocontainer & Wohncontainer;Lagertechnik / Container & Wechselbrücken / Bürocontainer & Wohncontainer
2243;Kühlcontainer;Lagertechnik / Container & Wechselbrücken / Kühlcontainer
2246;Sanitärcontainer;Lagertechnik / Container & Wechselbrücken / Sanitärcontainer
1444;Seecontainer & Lagercontainer;Lagertechnik / Container & Wechselbrücken / Seecontainer & Lagercontainer
1445;Sonstige Wechselbehälter & Container;Lagertechnik / Container & Wechselbrücken / Sonstige Wechselbehälter & Container
2249;Spezialcontainer;Lagertechnik / Container & Wechselbrücken / Spezialcontainer
1446;Tankcontainer;Lagertechnik / Container & Wechselbrücken / Tankcontainer
2255;Wechselbrücken mit Kofferaufbau;Lagertechnik / Container & Wechselbrücken / Wechselbrücken mit Kofferaufbau
2258;Wechselbrücken mit Kühlkoffer;Lagertechnik / Container & Wechselbrücken / Wechselbrücken mit Kühlkoffer
1794;Wechselbrücken mit Pritsche;Lagertechnik / Container & Wechselbrücken / Wechselbrücken mit Pritsche
2261;Wechselbrücken mit Pritsche & Plane;Lagertechnik / Container & Wechselbrücken / Wechselbrücken mit Pritsche & Plane
1447;Zubehör & Ersatzteile für Container;Lagertechnik / Container & Wechselbrücken / Zubehör & Ersatzteile für Container
387;Gitterboxen;Lagertechnik / Gitterboxen
388;Glaslager;Lagertechnik / Glaslager
393;Hallenkrane & Lagerkrane;Lagertechnik / Hallenkrane & Lagerkrane
656;Hochregallager;Lagertechnik / Hochregallager
731;Hubtische;Lagertechnik / Hubtische
391;Kommissionierlager;Lagertechnik / Kommissionierlager
2033;Lagerbeleuchtung & Hallenbeleuchtung;Lagertechnik / Lagerbeleuchtung & Hallenbeleuchtung
760;Lagerbühnen;Lagertechnik / Lagerbühnen
389;Lagerhallen & sonstige Hallen;Lagertechnik / Lagerhallen & sonstige Hallen
386;Durchlaufregale;Lagertechnik / Lagerregale / Durchlaufregale
734;Kabeltrommelregale;Lagertechnik / Lagerregale / Kabeltrommelregale
392;Kragarmregale;Lagertechnik / Lagerregale / Kragarmregale
395;Paletten-Durchlaufregale;Lagertechnik / Lagerregale / Paletten-Durchlaufregale
396;Paletten-Einfahrregale;Lagertechnik / Lagerregale / Paletten-Einfahrregale
707;Paletten-Freilagerregale;Lagertechnik / Lagerregale / Paletten-Freilagerregale
730;Schraubregale;Lagertechnik / Lagerregale / Schraubregale
398;Schwerlastregale;Lagertechnik / Lagerregale / Schwerlastregale
729;Steckregale;Lagertechnik / Lagerregale / Steckregale
728;Weitspannregale;Lagertechnik / Lagerregale / Weitspannregale
699;Lagerschränke für Gefahrstoffe;Lagertechnik / Lagerschränke für Gefahrstoffe
1984;Lagertanks;Lagertechnik / Lagertanks
394;Paletten;Lagertechnik / Paletten
695;Paternoster & Lagerlifte;Lagertechnik / Paternoster & Lagerlifte
397;Plattenlagerung;Lagertechnik / Plattenlagerung
765;Rollregalanlagen;Lagertechnik / Rollregalanlagen
732;Scherenhubtische;Lagertechnik / Scherenhubtische
399;Silos;Lagertechnik / Silos
666;Sonstige Lagertechnik;Lagertechnik / Sonstige Lagertechnik
752;Stapelboxen;Lagertechnik / Stapelboxen
733;Trolleyanlagen;Lagertechnik / Trolleyanlagen
2354;ATV & Quad (Landwirtschaft);Landmaschinen / ATV & Quad (Landwirtschaft)
74;Beregnungsanlage;Landmaschinen / Beregnungsanlage
791;Ackerwalzen;Landmaschinen / Bodenbearbeitungsgeräte / Ackerwalzen
2279;Eggen;Landmaschinen / Bodenbearbeitungsgeräte / Eggen
2276;Eggenkombinationen;Landmaschinen / Bodenbearbeitungsgeräte / Eggenkombinationen
2288;Grubber & Kultivatoren;Landmaschinen / Bodenbearbeitungsgeräte / Grubber & Kultivatoren
2291;Hacken (Landwirtschaft);Landmaschinen / Bodenbearbeitungsgeräte / Hacken (Landwirtschaft)
2303;Kreiseleggen;Landmaschinen / Bodenbearbeitungsgeräte / Kreiseleggen
2318;Packer (Landwirtschaft);Landmaschinen / Bodenbearbeitungsgeräte / Packer (Landwirtschaft)
2321;Pflüge;Landmaschinen / Bodenbearbeitungsgeräte / Pflüge
2327;Scheibeneggen;Landmaschinen / Bodenbearbeitungsgeräte / Scheibeneggen
75;Sonstige Bodenbearbeitungsmaschinen;Landmaschinen / Bodenbearbeitungsgeräte / Sonstige Bodenbearbeitungsmaschinen
2339;Steinzerkleinerer;Landmaschinen / Bodenbearbeitungsgeräte / Steinzerkleinerer
2466;Tiefenlockerer;Landmaschinen / Bodenbearbeitungsgeräte / Tiefenlockerer
